ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,education_clean,marriage_clean,gender,churn_label,customer_id,avg_monthly_spend,annual_spend,avg_monthly_payment,current_utilization,utilization_6m_avg,utilization_trend,pay_to_bill_ratio,max_delay_months,delinquency_count,days_since_last_txn,transaction_count_monthly,card_tier,R_score,F_score,M_score,RFM_Score,rfm_segment,utilization_risk_flag,support_friction_score,interchange_revenue_annual,annual_fee,interest_paid_12m,reward_cost_annual,servicing_cost_annual,annual_net_margin,baseline_ltv,predicted_churn_prob,risk_decile,cost_fee_waiver,cost_points_boost,cost_apr_cut,cost_vip_perks,delta_ltv_fee_waiver,net_roi_fee_waiver,delta_ltv_points_boost,net_roi_points_boost,delta_ltv_apr_cut,net_roi_apr_cut,delta_ltv_vip_perks,net_roi_vip_perks,recommended_offer,expected_net_roi,offer_cost,retained_ltv_gain,campaign_target
11,200000.0,2,3,2,34,0,0,2,0,0,-1,11073.0,9787.0,5535.0,2513.0,1828.0,3731.0,2306.0,12.0,50.0,300.0,3738.0,66.0,0,High School,Single,Female,0,CC-11,5744.5,68934.0,1078.67,0.0554,0.0287,0.0267,0.1878,2,1,14,77,Platinum,2,2,2,6,Dormant / Lost,0,3.5,1551.02,295,1994.4,1034.01,70.0,2736.41,8768.21,0.21208298,4,295.0,1034.01,120.0,150.0,6937.61,6642.61,4791.81,3757.8,5704.42,5584.42,4244.77,4094.77,No Offer (Budget Exceeded),6642.61,295.0,6937.61,False
12,260000.0,2,1,2,51,-1,-1,-1,-1,-1,2,12261.0,21670.0,9966.0,8517.0,22287.0,13668.0,21818.0,9966.0,8583.0,22301.0,0.0,3640.0,0,Graduate School,Single,Female,0,CC-12,14728.17,176738.04,11051.33,0.0472,0.0566,-0.0094,0.7503,2,1,10,120,Platinum,3,2,3,8,Need Attention,0,3.5,3976.61,295,2208.96,2651.07,70.0,3759.500000000001,15473.87,0.142958,6,295.0,2651.07,120.0,150.0,9583.57,9288.57,6821.85,4170.78,8016.79,7896.79,6090.54,5940.54,No Offer (Low Risk),0.0,0.0,0.0,False
13,630000.0,2,2,2,41,-1,0,-1,-1,-1,-1,12137.0,6500.0,6500.0,6500.0,6500.0,2870.0,1000.0,6500.0,6500.0,6500.0,2870.0,0.0,0,University,Single,Female,0,CC-13,6834.5,82014.0,3895.0,0.0193,0.0108,0.0085,0.5699,0,0,5,90,Black,4,2,2,8,Need Attention,0,0.0,2050.35,495,2188.62,1230.21,50.0,3453.76,21112.37,0.06358941,9,495.0,1230.21,120.0,150.0,7137.79,6642.79,5348.58,4118.37,0.0,-120.0,4842.77,4692.77,No Offer (Low Risk),0.0,0.0,0.0,False
14,70000.0,1,2,2,30,1,2,2,0,0,2,65802.0,67369.0,65701.0,66782.0,36137.0,36894.0,3200.0,0.0,3000.0,3000.0,1500.0,0.0,1,University,Single,Male,1,CC-14,56447.5,677370.0,1783.33,0.94,0.8064,0.1336,0.0316,2,4,30,120,Standard,2,2,4,8,At-Risk High Value,1,8.0,11853.98,0,11844.0,10160.55,130.0,13407.43,24683.58,0.44317192,2,50.0,10160.55,120.0,150.0,27871.87,27821.87,18189.66,8029.11,22173.88,22053.88,0.0,-150.0,Fee Waiver,27821.87,50.0,27871.87,True
15,250000.0,1,1,2,29,0,0,0,0,0,0,70887.0,67060.0,63561.0,59696.0,56875.0,55512.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,Graduate School,Single,Male,0,CC-15,62265.17,747182.04,3000.0,0.2835,0.2491,0.0344,0.0482,0,0,1,120,Platinum,5,2,4,11,Loyal High Spenders,0,0.0,16811.6,295,12757.5,11207.73,50.0,18606.37,137589.0,0.03523152,10,295.0,11207.73,120.0,150.0,28049.73,27754.73,21560.69,10352.96,0.0,-120.0,19665.13,19515.13,No Offer (Low Risk),0.0,0.0,0.0,False
16,50000.0,2,3,3,23,1,2,0,0,0,0,50614.0,29173.0,28116.0,28771.0,29531.0,30211.0,0.0,1500.0,1100.0,1200.0,1300.0,1100.0,0,High School,Others,Female,0,CC-16,32736.0,392832.0,1033.33,1.0123,0.6547,0.3576,0.0316,2,2,30,120,Standard,2,2,4,8,At-Risk High Value,1,5.0,6874.56,0,9110.7,5892.48,90.0,10002.780000000002,27462.87,0.2642292,3,50.0,5892.48,120.0,150.0,24504.96,24454.96,16635.26,10742.78,19949.0,19829.0,0.0,-150.0,Fee Waiver,24454.96,50.0,24504.96,True
17,20000.0,1,1,2,24,0,0,2,2,2,2,15376.0,18010.0,17428.0,18338.0,17905.0,19104.0,3200.0,0.0,1500.0,0.0,1650.0,0.0,1,Graduate School,Single,Male,1,CC-17,17693.5,212322.0,1058.33,0.7688,0.8847,-0.1159,0.0598,2,4,11,120,Standard,3,2,3,8,Need Attention,1,8.0,3715.64,0,2767.68,3184.83,130.0,3168.49,4887.08,0.54834014,2,50.0,3184.83,120.0,150.0,5966.92,5916.92,3836.66,651.83,4705.6,4585.6,0.0,-150.0,No Offer (Budget Exceeded),5916.92,50.0,5966.92,False
18,320000.0,1,1,1,49,0,0,0,-1,-1,-1,253286.0,246536.0,194663.0,70074.0,5856.0,195599.0,10358.0,10000.0,75940.0,20000.0,195599.0,50000.0,0,Graduate School,Married,Male,0,CC-18,161002.33,1932027.96,60316.17,0.7915,0.5031,0.2884,0.3746,0,0,7,120,Black,4,2,5,11,Loyal High Spenders,1,0.0,48300.7,495,45590.4,28980.42,50.0,65355.68000000001,293795.76,0.122452766,6,495.0,28980.42,120.0,150.0,163689.75,163194.75,117822.7,88842.28,137793.82,137673.82,105504.71,105354.71,No Offer (Low Risk),0.0,0.0,0.0,False
19,360000.0,2,1,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Graduate School,Married,Female,0,CC-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30,5,Black,2,1,1,4,Dormant / Lost,0,2.5,0.0,495,0.0,0.0,70.0,425.0,743.07,0.47195163,2,495.0,0.0,120.0,150.0,859.6,364.6,0.0,0.0,682.05,562.05,487.33,337.33,No Offer (Budget Exceeded),562.05,120.0,682.05,False
20,180000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Graduate School,Single,Female,0,CC-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30,5,Platinum,2,1,1,4,Dormant / Lost,0,2.5,0.0,295,0.0,0.0,70.0,225.0,532.77,0.3223243,3,295.0,0.0,120.0,150.0,524.5,229.5,0.0,0.0,423.15,303.15,308.01,158.01,No Offer (Budget Exceeded),303.15,120.0,423.15,False
21,130000.0,2,3,2,39,0,0,0,0,0,-1,38358.0,27688.0,24489.0,20616.0,11802.0,930.0,3000.0,1537.0,1000.0,2000.0,930.0,33764.0,0,High School,Single,Female,0,CC-21,20647.17,247766.04,7038.5,0.2951,0.1588,0.1363,0.3409,0,0,1,120,Gold,5,2,3,10,Loyal High Spenders,0,0.0,4955.32,95,6905.34,3716.49,50.0,8189.17,55031.34,0.048809208,9,95.0,3716.49,120.0,150.0,14911.82,14816.82,11316.18,7599.69,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
22,120000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1,University,Married,Female,1,CC-22,316.0,3792.0,263.33,0.0026,0.0026,0.0,0.8329,-1,0,11,9,Gold,3,1,1,5,Need Attention,0,0.0,75.84,95,56.16,56.88,50.0,120.12,316.81,0.27915484,3,95.0,56.88,120.0,150.0,290.76,195.76,0.0,-56.88,0.0,-120.0,0.0,-150.0,No Offer (Budget Exceeded),195.76,95.0,290.76,False
23,70000.0,2,2,2,26,2,0,0,2,2,2,41087.0,42445.0,45020.0,44006.0,46905.0,46012.0,2007.0,3582.0,0.0,3601.0,0.0,1820.0,1,University,Single,Female,1,CC-23,44245.83,530949.96,1835.0,0.587,0.6321,-0.0451,0.0415,2,4,60,120,Standard,1,2,4,7,At-Risk High Value,0,8.0,9291.62,0,7396.2,7964.25,130.0,8593.57,9420.27,0.8122421,1,50.0,7964.25,120.0,150.0,9170.79,9120.79,6725.71,-1238.54,8037.74,7917.74,0.0,-150.0,No Offer (Budget Exceeded),9120.79,50.0,9170.79,False
24,450000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,5512.0,19420.0,1473.0,560.0,0.0,0.0,19428.0,1473.0,560.0,0.0,0.0,1128.0,1,Graduate School,Married,Female,1,CC-24,4494.17,53930.04,3764.83,0.0122,0.01,0.0022,0.8377,-2,0,9,61,Black,3,2,2,7,Need Attention,0,0.0,1348.25,495,988.2,808.95,50.0,1972.5,8389.64,0.13511127,6,495.0,808.95,120.0,150.0,5002.4,4507.4,3575.53,2766.58,0.0,-120.0,3195.72,3045.72,No Offer (Low Risk),0.0,0.0,0.0,False
25,90000.0,1,1,2,23,0,0,0,-1,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398.0,1200.0,2045.0,2000.0,0,Graduate School,Single,Male,0,CC-25,5310.67,63728.04,2733.33,0.0527,0.059,-0.0063,0.5147,0,0,11,71,Gold,3,2,2,7,Need Attention,0,0.0,1274.56,95,853.74,955.92,50.0,1217.38,6144.62,0.09812132,7,95.0,955.92,120.0,150.0,2917.15,2822.15,2131.35,1175.43,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
26,50000.0,1,3,2,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0,High School,Single,Male,0,CC-26,35715.83,428589.96,1315.17,0.9524,0.7143,0.2381,0.0368,0,0,3,120,Standard,5,2,4,11,Loyal High Spenders,1,0.0,7500.32,0,8571.6,6428.85,50.0,9593.07,40146.13,0.13895382,6,50.0,6428.85,120.0,150.0,0.0,-50.0,17401.53,10972.68,20431.25,20311.25,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
27,60000.0,1,1,2,27,1,-2,-1,-1,-1,-1,-109.0,-425.0,259.0,-57.0,127.0,-189.0,0.0,1000.0,0.0,500.0,0.0,1000.0,1,Graduate School,Single,Male,1,CC-27,64.33,771.96,416.67,0.0,0.0,0.0,2.0,1,1,30,6,Standard,2,1,1,4,Dormant / Lost,0,2.5,13.51,0,0.0,11.58,70.0,-68.07,-235.43,0.18913096,4,50.0,11.58,120.0,150.0,-174.15,-224.15,0.0,-11.58,-143.93,-263.93,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
28,50000.0,2,3,2,30,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0,High School,Single,Female,0,CC-28,18711.33,224535.96,1185.33,0.4508,0.3742,0.0766,0.0633,0,0,10,120,Standard,3,2,3,8,Need Attention,0,0.0,3929.38,0,4057.2,3368.04,50.0,4568.54,23855.38,0.09150983,8,50.0,3368.04,120.0,150.0,0.0,-50.0,7887.19,4519.15,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
29,50000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0,High School,Married,Female,0,CC-29,6701.33,80415.95999999999,6594.5,0.013,0.134,-0.121,0.984,-1,0,6,89,Standard,4,2,2,8,Need Attention,0,0.0,1407.28,0,0.0,1206.24,50.0,151.03999999999996,538.45,0.18050769,4,50.0,1206.24,120.0,150.0,0.0,-50.0,270.79,-935.45,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
30,50000.0,1,1,2,26,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0,Graduate School,Single,Male,0,CC-30,16180.33,194163.96,1100.0,0.3066,0.3236,-0.017,0.068,0,0,10,120,Standard,3,2,3,8,Need Attention,0,0.0,3397.87,0,2759.4,2912.46,50.0,3194.8100000000004,13502.04,0.13661681,6,50.0,2912.46,120.0,150.0,0.0,-50.0,5793.08,2880.62,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
31,230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0,Graduate School,Single,Female,0,CC-31,18957.67,227492.04,16248.17,0.0724,0.0824,-0.01,0.8571,-1,0,1,120,Platinum,5,2,3,10,Loyal High Spenders,0,0.0,5118.57,295,2997.36,3412.38,50.0,4948.55,33831.94,0.046268582,10,295.0,3412.38,120.0,150.0,8756.75,8461.75,6660.6,3248.22,0.0,-120.0,6056.53,5906.53,No Offer (Low Risk),0.0,0.0,0.0,False
32,50000.0,1,2,2,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1,University,Single,Male,1,CC-32,25311.5,303738.0,1155.67,0.6104,0.5062,0.1042,0.0457,2,1,60,120,Standard,1,2,3,6,Dormant / Lost,0,3.5,5315.42,0,5493.6,4556.07,70.0,6182.950000000001,8033.42,0.66965336,1,50.0,4556.07,120.0,150.0,10457.44,10407.44,6637.81,2081.74,8183.96,8063.96,0.0,-150.0,No Offer (Budget Exceeded),10407.44,50.0,10457.44,False
33,100000.0,1,1,2,32,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0,Graduate School,Single,Male,0,CC-33,82539.5,990474.0,3124.0,0.9304,0.8254,0.105,0.0378,0,0,4,120,Gold,5,2,5,12,Loyal High Spenders,1,0.0,19809.48,95,16747.2,14857.11,50.0,21744.57,113135.81,0.09219883,8,95.0,14857.11,120.0,150.0,51260.03,51165.03,37600.76,22743.65,43611.74,43491.74,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
34,500000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,University,Married,Female,0,CC-34,20957.33,251487.96,26417.0,0.0219,0.0419,-0.02,1.2605,-2,0,7,120,Black,4,2,3,9,Need Attention,0,0.0,6287.2,495,0.0,3772.32,50.0,2959.88,20288.19,0.04589178,10,495.0,3772.32,120.0,150.0,5214.36,4719.36,3967.54,195.22,0.0,-120.0,3608.07,3458.07,No Offer (Low Risk),0.0,0.0,0.0,False
35,500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0,Graduate School,Married,Male,0,CC-35,9719.67,116636.04,7570.83,0.0274,0.0194,0.008,0.7789,-2,0,7,120,Black,4,2,2,8,Need Attention,0,0.0,2915.9,495,2466.0,1749.54,50.0,4077.36,23878.92,0.070751406,8,495.0,1749.54,120.0,150.0,8801.92,8306.92,6558.07,4808.53,0.0,-120.0,5928.36,5778.36,No Offer (Low Risk),0.0,0.0,0.0,False
36,160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,30265.0,-131.0,-527.0,-923.0,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0,Graduate School,Single,Male,0,CC-36,5044.17,60530.04,380.0,0.1892,0.0264,0.1628,0.0753,-1,0,12,68,Platinum,2,2,2,6,Dormant / Lost,1,0.0,1361.93,295,5448.96,907.95,50.0,6147.9400000000005,32018.44,0.09201248,8,295.0,907.95,120.0,150.0,14484.87,14189.87,10626.43,9718.48,0.0,-120.0,9564.83,9414.83,No Offer (Low Risk),0.0,0.0,0.0,False
37,280000.0,1,2,1,40,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0,University,Married,Male,0,CC-37,178329.5,2139954.0,6987.17,0.6661,0.6369,0.0292,0.0392,0,0,2,120,Platinum,5,2,5,12,Loyal High Spenders,0,0.0,48148.96,295,33571.44,32099.31,50.0,49866.09,308127.5,0.061835896,9,295.0,32099.31,120.0,150.0,101811.99,101516.99,76400.7,44301.39,87725.99,87605.99,69203.79,69053.79,No Offer (Low Risk),0.0,0.0,0.0,False
38,60000.0,2,2,2,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0,University,Single,Female,0,CC-38,10102.33,121227.96,8891.5,0.2509,0.0897,0.1612,0.8801,0,0,9,120,Standard,3,2,2,7,Need Attention,1,0.0,2121.49,0,2709.72,1818.42,50.0,2962.789999999999,10398.38,0.18492807,4,50.0,1818.42,120.0,150.0,0.0,-50.0,5297.24,3478.82,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
39,50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1,Graduate School,Single,Male,1,CC-39,130.0,1560.0,130.0,0.0,0.0026,-0.0026,0.9987,1,1,30,7,Standard,2,1,1,4,Dormant / Lost,0,2.5,27.3,0,0.0,23.4,70.0,-66.10000000000001,-173.6,0.28075805,3,50.0,23.4,120.0,150.0,-159.79,-209.79,0.0,-23.4,-129.72,-249.72,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
40,280000.0,1,1,2,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,Graduate School,Single,Male,0,CC-40,8607.17,103286.04,6226.17,0.0018,0.0307,-0.0289,0.7234,2,1,3,113,Platinum,5,2,2,9,Need Attention,0,3.5,2323.94,295,90.72,1549.29,70.0,1090.37,4076.88,0.16745229,5,295.0,1549.29,120.0,150.0,2797.73,2502.73,1968.07,418.78,2324.64,2204.64,1751.64,1601.64,No Offer (Low Risk),0.0,0.0,0.0,False
41,360000.0,1,1,2,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,Graduate School,Single,Male,0,CC-41,275125.17,3301502.04,40640.0,0.6074,0.7642,-0.1568,0.1477,0,0,2,120,Black,5,2,5,12,Loyal High Spenders,0,0.0,82537.55,495,39359.52,49522.53,50.0,72819.54000000001,452636.97,0.060878463,9,495.0,49522.53,120.0,150.0,147652.07,147157.07,110887.28,61364.75,127279.78,127159.78,100464.27,100314.27,No Offer (Low Risk),0.0,0.0,0.0,False
42,70000.0,2,1,2,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,Graduate School,Single,Female,0,CC-42,65476.0,785712.0,3223.67,0.9646,0.9354,0.0292,0.0492,0,0,1,120,Standard,5,2,4,11,Loyal High Spenders,1,0.0,13749.96,0,12153.96,11785.68,50.0,14068.239999999998,69210.32,0.103267945,7,50.0,11785.68,120.0,150.0,0.0,-50.0,24848.45,13062.77,28913.35,28793.35,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
43,10000.0,1,2,2,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,University,Single,Male,0,CC-43,3793.5,45522.0,1204.5,0.1877,0.3793,-0.1916,0.3175,0,0,6,52,Standard,4,2,2,8,Need Attention,0,0.0,796.64,0,337.86,682.83,50.0,401.67,1352.24,0.19704,4,50.0,682.83,120.0,150.0,0.0,-50.0,712.06,29.23,0.0,-120.0,0.0,-150.0,No Offer (Low Risk),0.0,0.0,0.0,False
